Class,FL_B,FL_A,VS,FL_B_3,FL_A_3,FL_B_12,FL_A_12,Container Type,Recyclable fraction
Non Emptying,34.5,21.2,1,90.9,50.1,81.7,47.2,Silvertop-a,Recyclable
Emptying,61.1,20.2,8,66.9,22.1,52.9,36.2,Diamond,Non Recyclable
Non Emptying,30.5,22.4,3,39.4,20.9,93.4,64.9,Silvertop-b,Mixed
Non Emptying,33.1,27.3,3,67.3,56.9,73.8,34.7,Fiberglass Igloo-b,Mixed
Emptying,72.3,38.2,6,99.8,64,39.5,26.7,Accordion,Recyclable
Non Emptying,36,21.3,4,80.1,47.9,68.9,39.9,Rectangular,Mixed
Non Emptying,70.7,63.2,4,79.9,62,95.7,60.6,Fiberglass Igloo-b,Mixed
Emptying,85.6,49.2,6,98.8,51.7,55,37.4,Fiberglass Igloo-b,Non Recyclable
Emptying,67.7,20.3,8,94.6,62.4,70.4,48.7,Silvertop-a,Non Recyclable
Emptying,65.3,33.3,6,61,58.9,96.6,54.5,BIM-3 FTI bottentomd,Mixed
Emptying,70.4,31.1,8,33,21,33.6,24.2,Silvertop-b,Mixed
Non Emptying,37.3,23.2,5,74.9,42.2,81,53.8,Silvertop-a,Recyclable
Emptying,96.6,53.4,8,69.6,22.2,69.3,56,Silvertop-b,Non Recyclable
Non Emptying,32.3,22,3,67.1,51,50.7,30.8,Rectangular,Mixed
Non Emptying,36.8,27.7,1,69.3,56.8,71.4,60.9,Fiberglass Igloo-b,Non Recyclable
Non Emptying,72.2,65.7,4,81.6,55,52.5,37.1,Accordion,Mixed
Emptying,73.4,31.2,7,90.7,56.8,62.7,23.3,Diamond,Recyclable
Emptying,77.7,47.7,9,57.5,37.5,75.2,41,BIM-3 FTI bottentomd,Non Recyclable
Emptying,62.2,22.8,7,65.5,33.3,64,51.3,Fiberglass Igloo-a,Mixed
Non Emptying,31,28.6,1,78.5,62.6,61.6,53,Silvertop-b,Recyclable
Non Emptying,62.5,50.9,5,61.5,58.5,72.5,65.3,Fiberglass Igloo-a,Non Recyclable
Emptying,64.5,38.9,9,91.7,50.8,99.5,60.9,Silvertop-b,Mixed
Emptying,81.3,51,6,68.4,50.7,87.7,56,Silvertop-a,Mixed
Non Emptying,78.1,68.5,5,54.6,32.5,78,36.2,Rectangular Farmland,Mixed
Non Emptying,70.3,60.9,2,39.4,26.5,75.6,34.4,Silvertop-b,Recyclable
Non Emptying,69.2,52.9,4,66.7,29.6,34.3,23.2,Silvertop-b,Mixed
Emptying,79,48.8,6,89.1,40.9,54.3,33.7,Lindstrom-b,Non Recyclable
Emptying,91.5,52,6,35.6,22.8,35.7,26.6,BIM-3 FTI bottentomd,Recyclable
Emptying,72.1,34.3,7,71.4,61.4,64.9,21.7,Rectangular Farmland,Mixed
Emptying,69.4,31.6,7,53.4,31.4,62.6,27.2,Fiberglass Igloo-a,Non Recyclable
Emptying,88.9,42.1,9,72.5,32.4,94.3,56.7,Lindstrom-b,Mixed
Emptying,87.1,52.5,8,54.1,37.6,71.1,63.2,Lindstrom-b,Recyclable
Emptying,72.4,30.1,9,62.6,24.5,99,63.1,Lindstrom-a,Recyclable
Non Emptying,69.8,52.8,5,31.6,25.3,83.8,58.7,Rectangular,Recyclable
Emptying,68.4,25.8,6,60.3,53.7,82.9,43.7,Fiberglass Igloo-b,Non Recyclable
Non Emptying,58.3,37.2,1,35.7,21.9,69.9,58.3,Rectangular,Mixed
Emptying,61.9,22.7,7,72.3,35.9,76.7,48.9,Lindstrom-a,Mixed
Emptying,69.7,37.6,6,34.2,21.7,90.6,69,Malmobehallare,Recyclable
Emptying,76,32.1,6,91.8,59.7,55.8,31.8,Rectangular,Mixed
Non Emptying,61.2,55.6,2,64.1,38.4,80.6,44.1,Lindstrom-a,Mixed
Emptying,68.1,38.4,8,62.1,24.5,30.7,22.9,Silvertop-b,Mixed
Emptying,89.3,40.2,8,86.2,41.1,65.7,53.2,Accordion,Recyclable
Non Emptying,57.8,32.7,5,83.4,55.5,73.8,61.4,Accordion,Non Recyclable
Emptying,77.1,46.8,6,73.3,45.3,76,61.1,Lindstrom City,Non Recyclable
Emptying,81.3,44.2,7,66.6,52.6,99.7,51.5,Silvertop-a,Recyclable
Emptying,99.3,55.5,7,79.3,48,34.5,24.8,Accordion,Non Recyclable
Non Emptying,36.7,23.9,5,67.6,56.3,70.1,39.3,BIM-3 FTI bottentomd,Non Recyclable
Non Emptying,77.7,66.1,2,69.2,52.1,74.7,61.6,Accordion,Recyclable
Non Emptying,32.6,24.5,5,95.5,52.8,60.3,51,Lindstrom-b,Mixed
Emptying,73.2,46.7,6,83.7,43,63.1,39.7,Accordion,Mixed
Non Emptying,67.5,52.4,3,50.3,32.6,64,38.3,Accordion,Recyclable
Non Emptying,78.3,64.2,4,63.4,54.5,64,56.2,Lindstrom-b,Non Recyclable
Non Emptying,55.2,30.6,4,91.3,54.8,74.7,60.1,Lindstrom-a,Recyclable
Non Emptying,66.9,56.7,3,50.7,34.2,96,53.3,Lindstrom City,Non Recyclable
Emptying,87.4,40.5,8,79.6,41.6,50.5,38.2,Lindstrom-b,Mixed
Emptying,69,20.3,8,88.1,54.1,85.9,42.6,Lindstrom City,Recyclable
Emptying,90.6,50.3,7,74,40.9,77.5,41.6,Lindstrom-b,Mixed
Emptying,79.8,37.3,6,79.2,66.8,80.9,50.6,Cubic,Mixed
Non Emptying,75.8,62.5,2,83,45.9,52.8,36.1,Silvertop-b,Mixed
Emptying,66.9,31.8,8,56.4,37.2,61.6,24.7,Rectangular Farmland,Mixed
Emptying,75.1,44.2,6,34.1,22.5,96.2,64,Diamond,Non Recyclable
Emptying,81.4,40.4,6,78.3,35.3,71.6,36.3,Rectangular,Mixed
Emptying,82.6,43.3,9,75.8,60.6,58.4,34.5,Malmobehallare,Recyclable
Non Emptying,33,28.2,1,89.7,56.3,68.8,52.2,Fiberglass Igloo-b,Recyclable
Emptying,69,34.1,9,62.2,56.7,32.6,25.1,Cubic,Recyclable
Non Emptying,74.7,60.7,2,63.7,37.1,70.5,66.7,Silvertop-b,Mixed
Non Emptying,52.6,35.2,2,74.2,63.5,75.9,60.5,BIM-3 FTI bottentomd,Recyclable
Non Emptying,54.9,33.4,3,51.5,34.6,66.3,39.5,Rectangular Farmland,Mixed
Non Emptying,63.4,57.7,1,67.6,21.9,69.7,51.8,Cubic,Non Recyclable
Emptying,61.5,23.9,9,60.9,35.9,76,46.5,Silvertop-b,Recyclable
Non Emptying,32.5,22.1,3,93.4,66.8,35.3,25.6,Fiberglass Igloo-a,Non Recyclable
Emptying,88.7,59.2,7,53.7,31.3,66.9,37.7,Fiberglass Igloo-a,Recyclable
Emptying,84.6,53.9,8,79.9,30.7,67.9,35.4,Rectangular Farmland,Mixed
Emptying,80.3,44.6,6,69.3,24.2,71.5,35.9,Silvertop-b,Non Recyclable
Non Emptying,57.8,32.4,4,52.2,37,76.6,67.7,Lindstrom-a,Mixed
Emptying,88.2,41.5,8,38,28,79,68.8,Fiberglass Igloo-a,Non Recyclable
Emptying,67.4,32,6,62.5,33.1,89.3,57.2,Rectangular Farmland,Mixed
Emptying,83.6,44,9,77.9,35.5,95.7,54.2,Diamond,Mixed
Non Emptying,71,62.1,5,91.5,54.2,80.8,57.3,Lindstrom-a,Mixed
Emptying,87.5,42.5,9,50.2,34.3,31.5,26.2,Rectangular Farmland,Recyclable
Non Emptying,65.4,54,3,72.3,65.1,90.8,50.2,Fiberglass Igloo-a,Mixed
Emptying,79.4,49.5,7,39.6,23.6,74.7,64.1,BIM-3 FTI bottentomd,Mixed
Emptying,73.8,41.7,6,98.2,50.2,92.5,58.2,Accordion,Recyclable
Emptying,64.2,31.7,8,61.2,31.4,85.8,58.6,Accordion,Non Recyclable
Non Emptying,64,56.4,4,64.6,39.7,73.6,31.6,Diamond,Recyclable
Emptying,89.3,54.4,6,60.5,24.3,73.4,45.4,Silvertop-a,Recyclable
Non Emptying,32.7,20.9,4,54.6,31.8,93.2,58.5,BIM-3 FTI bottentomd,Non Recyclable
Emptying,93.8,69.6,8,93.5,52,71.4,48.3,Fiberglass Igloo-b,Recyclable
Non Emptying,74.4,67.9,2,65.2,28.9,63.3,26,Lindstrom City,Recyclable
Non Emptying,53.6,30.1,1,51.7,36.1,74.6,33.6,Silvertop-b,Recyclable
Emptying,60,35.3,7,68.5,53,51.8,38.3,Lindstrom-a,Non Recyclable
Non Emptying,79.8,63.8,3,30.1,23.1,64.6,53.7,Silvertop-b,Recyclable
Emptying,90.6,60.6,6,60,21.1,34.8,26.7,Diamond,Non Recyclable
Emptying,91.2,55.3,7,74.1,36.3,63.7,35.5,Malmobehallare,Non Recyclable
Non Emptying,77.4,64.2,4,92.3,51.1,62.3,52.3,Malmobehallare,Non Recyclable
Emptying,60.3,21.6,6,38.8,26,76.8,65.2,Lindstrom-b,Non Recyclable
Emptying,64.3,24.1,8,80.1,51.2,63.9,56.6,Rectangular Farmland,Recyclable
Non Emptying,55.8,36,3,73,34,53.6,33.1,Lindstrom City,Recyclable
Emptying,77.8,42,7,59.3,35.4,61.2,50.6,Lindstrom-a,Recyclable
Non Emptying,70.1,67.2,5,60.8,34.4,79.9,66.7,Lindstrom-a,Recyclable
Non Emptying,71.4,64.8,2,93.4,53.9,38.9,24.6,Silvertop-a,Mixed
Non Emptying,78.2,69,1,85.8,42.5,34.6,24.4,Diamond,Mixed
Non Emptying,74.8,60.1,4,64.7,53.2,61.9,22.3,Silvertop-b,Mixed
Non Emptying,31.4,27,5,73.4,63.4,63.7,50.9,Rectangular Farmland,Mixed
Non Emptying,78.3,67.3,5,62.2,23,54.2,30.7,Lindstrom City,Mixed
Non Emptying,72,61.2,1,65.9,38.9,80.4,46,Malmobehallare,Non Recyclable
Emptying,76.4,37.7,9,85.2,47.2,60.5,31.8,Rectangular,Recyclable
Emptying,78.2,33,8,67.4,23.5,73.2,38.9,Rectangular,Mixed
Non Emptying,54,38.3,4,65.6,36,78.7,49.2,Lindstrom-b,Non Recyclable
Non Emptying,76.1,62.1,3,61,57.2,60,53.1,Fiberglass Igloo-b,Non Recyclable
Emptying,86.7,46.9,6,73.8,46.9,73.3,41.9,Rectangular,Recyclable
Non Emptying,74.6,67.5,4,61.4,50.2,73.1,60.8,Cubic,Recyclable
Non Emptying,69.3,53.9,3,67.7,29.3,61.2,23.2,Lindstrom-b,Recyclable
Non Emptying,52.1,32.1,4,33.5,24.5,80,60.7,Fiberglass Igloo-b,Non Recyclable
Emptying,93.3,51.6,8,94.6,60.7,38.1,28.6,Lindstrom-a,Mixed
Emptying,95.3,54.3,7,84.1,52.9,71.5,38.4,Lindstrom City,Recyclable
Emptying,61.1,23.6,9,78.5,65.2,37,26.7,Lindstrom-b,Non Recyclable
Non Emptying,68.9,55.3,2,63.7,33.2,30.8,25.9,Lindstrom City,Recyclable
Non Emptying,68.8,57,3,63.4,40,84.3,44.4,Lindstrom City,Non Recyclable
Non Emptying,60.1,51.8,1,60.1,31.6,83.4,43.5,BIM-3 FTI bottentomd,Mixed
Non Emptying,59.8,33.1,4,80.9,59.5,71.8,43.8,Silvertop-a,Mixed
Emptying,89.9,57.6,6,74.9,50,75.7,34.5,Rectangular,Mixed
Emptying,92.3,70,6,84.4,53.4,30.4,25.6,Silvertop-a,Recyclable
Emptying,95.8,65.2,9,62.5,24.4,69.7,26.9,BIM-3 FTI bottentomd,Non Recyclable
Emptying,73.1,34.1,7,77,45.9,66.2,52.7,Malmobehallare,Mixed
Non Emptying,37.1,22.7,4,76.5,65.9,72.7,31.1,Lindstrom-a,Mixed
Non Emptying,62.7,50.7,2,39.2,20.1,84.8,56.4,Rectangular,Non Recyclable
Emptying,60,23.3,9,71.9,63.2,62.4,58.2,Cubic,Recyclable
Emptying,71.5,33.7,9,75.3,62.6,97.8,51.2,Silvertop-a,Non Recyclable
Non Emptying,39.2,27.4,3,68.3,51.7,64.8,50,Malmobehallare,Mixed
Emptying,96.8,50.2,6,61.7,37.3,63.2,58.6,Diamond,Recyclable
Non Emptying,58.2,31.6,4,96.2,52.1,63.3,57.9,Malmobehallare,Mixed
Emptying,82.2,44.5,6,98.1,56.2,51.7,36,Malmobehallare,Recyclable
Emptying,74,37.9,6,52.4,33.5,61.3,56.3,Cubic,Non Recyclable
Non Emptying,53.5,31.4,2,35.8,26.3,81.5,51.1,Silvertop-a,Non Recyclable
Emptying,96.1,54.1,9,73.5,43.4,79.3,31.9,Accordion,Mixed
Emptying,70.3,32.1,6,57.1,32.6,90.5,64.8,Cubic,Recyclable
Emptying,70.1,33.2,8,83.4,42.8,74.2,61.9,Diamond,Non Recyclable
Emptying,76.9,49,7,54.5,30.3,71.7,60.5,Cubic,Non Recyclable
Non Emptying,52.1,38.4,5,58.4,38.3,92,52.4,Lindstrom City,Non Recyclable
Non Emptying,74.5,61.8,3,76.1,65.8,66.6,25.4,Cubic,Recyclable
Emptying,62,36.2,7,76.7,36.4,87.2,49.1,BIM-3 FTI bottentomd,Non Recyclable
Non Emptying,75.7,68.4,2,32.9,21.6,31,24.1,Lindstrom-a,Non Recyclable
Non Emptying,75.9,60.6,2,84.5,41.8,72,31.3,Lindstrom-a,Non Recyclable
Non Emptying,50.4,31.8,5,92.9,58.5,64.1,30.8,Diamond,Non Recyclable
Emptying,78,60.1,2,70.8,68.4,77.2,62,Accordion,Mixed
Non Emptying,69.9,20.4,6,61.9,21.8,66.1,28.5,Lindstrom-b,Recyclable
Emptying,72.1,62.7,3,77.5,68.3,79.8,64,Rectangular,Mixed
Non Emptying,83,42.3,6,89.2,41.9,81.9,41.2,Lindstrom-b,Non Recyclable
Non Emptying,62.6,21.7,6,64.8,20.7,63,23.7,Rectangular,Non Recyclable
Non Emptying,86.4,40.7,9,81.3,58.2,80.1,52.6,Silvertop-b,Non Recyclable
Non Emptying,91.7,61.2,6,93.5,61.4,91.7,50.4,Lindstrom-a,Recyclable
Emptying,35.3,22.5,4,31.2,25,36.3,24.9,Fiberglass Igloo-a,Recyclable
Non Emptying,73,46.7,8,71.9,45.2,76.7,48.8,Lindstrom City,Non Recyclable
Non Emptying,82.4,43.9,6,87.6,48.5,87.3,40.2,BIM-3 FTI bottentomd,Mixed
Non Emptying,77,33.6,7,77.7,44.9,73.5,32.9,BIM-3 FTI bottentomd,Mixed
Non Emptying,77.8,49.1,9,72.2,46,79.8,33,Cubic,Recyclable
Emptying,35.7,26.5,1,34.8,23.7,34.8,28.5,Fiberglass Igloo-b,Recyclable
Non Emptying,79.7,45,6,70.6,31,80,48,Lindstrom City,Non Recyclable
Non Emptying,89.5,47.7,9,84.5,53.9,88.8,50.9,Rectangular Farmland,Non Recyclable
Non Emptying,76.4,32.1,9,74.5,40.1,74.6,42.7,Fiberglass Igloo-a,Non Recyclable
Emptying,66.4,55.7,3,60.7,53.9,63.8,57.5,Accordion,Recyclable
Non Emptying,98.5,52.2,6,93.4,61.1,99.7,69.7,Malmobehallare,Non Recyclable
Non Emptying,81.4,44.4,6,82.4,45.2,83.5,50.5,Lindstrom City,Recyclable
Emptying,57.4,33,5,54.1,37.9,58.8,35,Lindstrom City,Mixed
Non Emptying,74.7,41,6,76.7,39.2,71.9,31.5,Fiberglass Igloo-a,Non Recyclable
Non Emptying,83.3,50.4,7,85.9,56,80.3,58.8,Accordion,Recyclable
Emptying,54.7,36,2,51.1,32.9,50,30.4,Fiberglass Igloo-a,Recyclable
Emptying,70,64.6,3,71.2,63.8,73.5,67.8,Fiberglass Igloo-a,Recyclable
Emptying,34.7,25.5,3,31.2,22,37.3,24.5,Cubic,Non Recyclable
Non Emptying,61.3,22.5,6,66,20.4,66.5,21.3,Lindstrom-b,Non Recyclable
Non Emptying,80.5,43.4,6,81,46.4,85.3,53,Rectangular Farmland,Mixed
Emptying,57.3,36.9,4,53.7,37.7,54.5,38,BIM-3 FTI bottentomd,Recyclable
Non Emptying,99.1,58.8,6,92.9,51.3,90.6,62.9,Lindstrom-b,Non Recyclable
Non Emptying,91.7,68.4,6,90.4,51.9,92.9,51.3,Rectangular Farmland,Recyclable
Emptying,63.1,54.1,4,65.1,50.6,63.8,51.4,Lindstrom-a,Non Recyclable
Non Emptying,60.6,20.1,6,63.2,22.1,68.4,32.2,Malmobehallare,Non Recyclable
Emptying,33.3,27.7,5,32,26.7,30.6,23.8,Malmobehallare,Non Recyclable
Non Emptying,80,46,6,88,55.3,89.3,55.7,BIM-3 FTI bottentomd,Recyclable
Emptying,30.3,28.7,1,37.8,25.1,35.2,25.8,Fiberglass Igloo-b,Non Recyclable
Emptying,70.3,64,4,78.9,68.5,72.2,60.5,Cubic,Mixed
Emptying,68.6,50.2,3,62.9,52.2,62.6,55.2,Silvertop-b,Recyclable
Emptying,34.9,20.4,5,35,25.4,32.3,25.8,Silvertop-a,Recyclable
Emptying,30.6,23.5,5,30.8,21.8,31,22.6,Lindstrom City,Mixed
Emptying,67,53.3,3,69.3,52.6,66,54.5,Lindstrom-b,Non Recyclable
Non Emptying,97,51.7,7,99,54.1,93.6,50.6,Lindstrom City,Recyclable
Non Emptying,78.6,39.2,6,71.7,37.5,71.3,33.1,Silvertop-b,Recyclable
Non Emptying,90.1,63.1,9,90.9,69.1,94.6,52.9,Accordion,Recyclable
Emptying,63.3,53.8,5,66,50.2,63.7,56.2,Malmobehallare,Recyclable
Non Emptying,80.9,58.6,6,82.8,42.3,87.1,43.8,Lindstrom City,Non Recyclable
Emptying,61.5,50.9,4,68.1,58,61,56.9,Malmobehallare,Non Recyclable
Non Emptying,66.2,31.9,7,60,35.9,63.4,38.8,Diamond,Mixed
Non Emptying,78.4,39.1,9,79,33.9,74.9,30.1,Diamond,Recyclable
Non Emptying,92.9,65.2,6,92.7,50.1,93,65.3,Cubic,Mixed
Emptying,56.3,34.4,1,51.9,34.7,52,30.1,BIM-3 FTI bottentomd,Non Recyclable
Non Emptying,70.1,34.5,6,75.4,33.5,75,41.8,Lindstrom-a,Non Recyclable
Non Emptying,71.6,40.1,8,70.6,41.7,71.3,46.3,Rectangular Farmland,Recyclable
Emptying,73.5,68.1,4,71.6,62.9,75.1,60,Silvertop-b,Non Recyclable
Emptying,72.1,61.8,4,73.9,63.3,72.6,62.1,Silvertop-b,Recyclable
Non Emptying,84.6,43.1,6,80.5,43,86.1,41.4,Silvertop-b,Recyclable
Non Emptying,63.4,39,7,61.3,30.7,66.6,22.4,Lindstrom-b,Mixed
Non Emptying,64.3,20.7,6,64.9,29.5,60.8,27.9,Lindstrom City,Non Recyclable
Non Emptying,74.5,48.5,6,78.8,49.8,79.2,41.2,Cubic,Recyclable
Non Emptying,87,43,6,83.5,49.9,80.4,54.3,Lindstrom-b,Non Recyclable
Emptying,56.3,34.2,2,52.5,37,55.9,37.3,Lindstrom-a,Non Recyclable
Emptying,31.5,25.1,5,36.2,20.7,30.4,24.4,Rectangular Farmland,Recyclable
Non Emptying,86.7,43.6,6,80.2,52.2,81.6,55.6,Lindstrom-b,Mixed
Non Emptying,71.5,33.4,6,74.3,38,71.6,31.6,Fiberglass Igloo-a,Mixed
Emptying,57.1,30.1,1,58.4,35.2,53.9,31.4,Cubic,Mixed
Non Emptying,96.2,54.6,7,90.7,60.9,92.4,62.2,Lindstrom-a,Recyclable
Emptying,37.6,24.4,4,35.6,28.1,33.5,26.1,Lindstrom-b,Non Recyclable
Emptying,74.1,62.6,2,73,64.4,79.7,67.7,Rectangular Farmland,Non Recyclable
Non Emptying,96.9,52.7,6,91.8,54.4,95.6,51.9,Diamond,Mixed
Emptying,72.6,67.5,4,72.8,67.4,70.6,67.5,Diamond,Mixed
Non Emptying,88,51.9,8,85.8,41.6,82,40.9,Accordion,Mixed
Emptying,67.1,50.6,3,63.8,54.4,65.5,50.1,BIM-3 FTI bottentomd,Recyclable
Emptying,68.7,50,5,65.9,54.8,65,56.8,Fiberglass Igloo-a,Recyclable
Emptying,50.4,32.2,3,56.4,34.4,57,34.6,Diamond,Non Recyclable
Non Emptying,85.6,53.5,6,82.9,48.1,85.6,41.9,Fiberglass Igloo-a,Recyclable
Emptying,72.7,63,3,78.6,63.5,78.5,66.2,Lindstrom-a,Non Recyclable
Non Emptying,92.9,66.2,6,91.4,67.3,97.3,52.1,Silvertop-b,Non Recyclable
Non Emptying,76.4,44.3,6,73.8,35.6,71,33.2,Lindstrom City,Non Recyclable
Emptying,65.8,55.2,3,64.5,55.5,60.4,51.3,Rectangular,Non Recyclable
Emptying,31.9,28.8,1,38.6,28.3,34.1,20.1,Lindstrom-b,Recyclable
Non Emptying,87.4,46.9,9,84.2,55.2,88.2,44,Rectangular Farmland,Non Recyclable
Emptying,57.2,34.9,1,58.3,36.1,51.4,33.2,Rectangular Farmland,Non Recyclable
Non Emptying,72,32.5,8,74.9,48.9,79.7,32.6,Malmobehallare,Mixed
Emptying,61.7,50.8,2,69.9,57.1,65.9,52.5,Rectangular,Non Recyclable
Emptying,64.7,54.8,2,66.7,58.7,63.5,52.8,Rectangular,Non Recyclable
Non Emptying,89.6,53.1,6,81.8,43.7,87.3,55.1,Accordion,Mixed
Non Emptying,93.9,51.8,6,95.2,51,93,54.8,Lindstrom-a,Mixed
Non Emptying,64.9,35.9,9,61.5,23.4,68.5,33.8,Diamond,Non Recyclable
Emptying,61.8,58.6,1,61.9,53.5,69.6,51,Fiberglass Igloo-a,Mixed
Emptying,69.5,51.4,3,64.7,55,60.8,50.2,BIM-3 FTI bottentomd,Recyclable
Non Emptying,77.2,37.7,9,74.5,32.5,74.1,37.5,Fiberglass Igloo-b,Non Recyclable
Emptying,54.4,34.6,2,58.5,38.6,56.9,36.4,Cubic,Mixed
Non Emptying,98.2,64.2,9,91.7,52.9,92.5,67.8,Lindstrom City,Mixed
Non Emptying,89.8,43.7,7,88.9,56.5,82.6,48.9,Lindstrom City,Non Recyclable
Emptying,52,31.9,4,59.5,31.1,53.9,34.2,Rectangular Farmland,Recyclable
Non Emptying,68.3,20.1,7,61.6,25.9,60.5,22.8,Rectangular Farmland,Mixed
Non Emptying,67.7,32.5,6,61.6,28.6,65,28.6,Fiberglass Igloo-a,Non Recyclable
Emptying,71.1,64.3,2,74.8,62.1,70.4,63.4,Rectangular,Non Recyclable
Non Emptying,95.6,59.6,8,90.1,51.8,93.8,54.5,Silvertop-b,Non Recyclable
Non Emptying,73.3,32.8,7,75.7,34.1,70.3,47.9,Lindstrom City,Mixed
Emptying,51.9,32,4,59.3,30.8,53.6,33.2,Silvertop-a,Mixed
Non Emptying,62.7,22.7,8,68.1,35.5,68.9,31.4,Rectangular,Recyclable
Emptying,53.9,30.2,4,52.5,32.5,53.7,34.7,Cubic,Mixed
Non Emptying,84.8,41.2,7,81.4,50.4,83,40.6,Rectangular,Recyclable
Emptying,61.1,52,3,61,58.4,61.2,57.9,Diamond,Mixed
Non Emptying,90.3,54.2,6,98.2,58.1,97.4,57.2,Diamond,Non Recyclable
Emptying,32.6,22.2,2,37,22.6,36.1,22.3,Accordion,Recyclable
Non Emptying,85.1,59.5,6,80.7,56.1,81.7,48,Cubic,Recyclable
Emptying,39.4,24.8,3,32.4,23.3,38.9,21.9,Lindstrom-a,Recyclable
Non Emptying,96.7,53.1,9,94.8,62.4,92.7,50.4,BIM-3 FTI bottentomd,Recyclable
Non Emptying,79,39,8,76.2,31.9,73.5,34,Cubic,Non Recyclable
Emptying,54.5,38.5,3,53.3,34.7,51.9,31.7,Malmobehallare,Recyclable
Non Emptying,74.3,34.6,6,79.6,49.4,73.7,30.5,Rectangular Farmland,Recyclable
Emptying,63.8,51.3,1,65.4,58.6,63.6,52.4,Lindstrom-b,Recyclable
Emptying,34.8,22.7,4,37.3,22.9,38.8,22.6,Rectangular Farmland,Recyclable
Non Emptying,86.7,44.3,6,84.3,43.4,81.1,40.4,Accordion,Recyclable
Non Emptying,95.7,50.5,8,94.7,54.8,98.5,55.7,Accordion,Recyclable
Emptying,65.6,51.2,4,67.2,50.4,64.5,53.3,Rectangular,Non Recyclable
Non Emptying,72.4,42.7,9,79.3,33.6,79,44.4,Rectangular Farmland,Non Recyclable
Non Emptying,93,50.1,6,97.6,50.3,93.5,54.2,Lindstrom-b,Mixed
Non Emptying,78.7,41.1,8,76.5,36.1,78.8,47.5,BIM-3 FTI bottentomd,Mixed
Non Emptying,90.4,55.5,9,92.4,60.8,99.8,54.9,Cubic,Non Recyclable
Non Emptying,63.9,20.6,7,60.3,32.5,64.3,24.7,Rectangular,Non Recyclable
Non Emptying,93.4,68.2,9,99.8,56.5,90,64.5,Lindstrom-b,Non Recyclable
Non Emptying,65.9,37.7,6,66.7,28.2,62.9,35,Malmobehallare,Recyclable
Non Emptying,90.8,61.3,8,93.8,52.4,92.9,52.6,Rectangular Farmland,Mixed
Non Emptying,88.3,41.8,9,81.7,44.5,83.1,46.7,Diamond,Non Recyclable
Non Emptying,62.8,28.8,7,63.1,24.4,60.6,21.2,Lindstrom City,Mixed
Non Emptying,93.1,55.1,7,97,69.3,99.5,69.6,Diamond,Non Recyclable
Non Emptying,60.2,32,8,64.1,35.3,65.6,37.1,Lindstrom-a,Mixed
Emptying,52.4,30.8,5,54,33.6,54.7,37.6,Fiberglass Igloo-a,Recyclable
Emptying,30.6,21,2,34.3,23.2,30.7,20,Diamond,Non Recyclable
Non Emptying,63.8,31.3,6,60.8,28.5,61.6,24.6,Silvertop-b,Mixed
Non Emptying,62.4,22.4,8,62.6,26.4,61.7,22.2,Malmobehallare,Non Recyclable
Non Emptying,63.2,38.9,6,66,38.1,67.2,30.2,Diamond,Non Recyclable
Emptying,55.5,35.7,1,51.8,34.5,58.1,36.9,Fiberglass Igloo-b,Mixed
Emptying,78.9,60.9,5,72.1,61,71,63.3,Fiberglass Igloo-a,Mixed
Non Emptying,68.6,33.2,7,67.8,21.6,61.5,26.5,Lindstrom-a,Recyclable
Non Emptying,71.2,36.1,6,79.6,31.7,75.7,30.8,Cubic,Mixed
Emptying,78.2,62.2,5,76.1,60.2,70.8,62.6,Silvertop-b,Recyclable
Emptying,58.6,35.4,3,53.2,33.1,51.2,30.2,Silvertop-b,Mixed
Non Emptying,90.5,53.8,9,92.9,50.7,95.2,58.1,Silvertop-a,Non Recyclable
Non Emptying,81.2,49.6,9,85.3,51.1,84.4,55.5,Lindstrom City,Mixed
Non Emptying,83.9,51.8,7,80.1,45.4,89.4,43.7,Lindstrom City,Mixed
Non Emptying,72,32.8,9,71,32.4,78.3,42,Malmobehallare,Mixed
Non Emptying,77.4,30.8,7,72.5,33.9,78,40.3,Lindstrom-b,Mixed
Non Emptying,96.6,62.8,6,96.2,53.8,93.9,56.6,Silvertop-b,Non Recyclable
Non Emptying,87.9,44.6,6,89.9,40.5,89.8,43.9,Lindstrom City,Recyclable
Non Emptying,76.5,30.9,8,78.4,31.2,70.7,35.4,Silvertop-a,Recyclable
Non Emptying,71.3,49.6,9,74,39.9,75.8,38.8,Malmobehallare,Non Recyclable
Non Emptying,70.9,46.8,8,77,47,79.9,39.1,Lindstrom-b,Mixed
Emptying,30.2,25.2,4,32.7,25.3,31.5,26.4,BIM-3 FTI bottentomd,Non Recyclable
Non Emptying,69.2,27.1,9,67.3,38.8,64.6,28.9,Rectangular Farmland,Mixed
Emptying,61.1,52.2,5,63.2,52.5,65,50.5,Rectangular,Recyclable
Emptying,73.7,67.3,4,71.9,67.7,74.2,65.3,Rectangular Farmland,Mixed
Non Emptying,70.4,49.9,7,77.2,31.4,73.9,34.8,Lindstrom City,Mixed
Non Emptying,73.4,39.6,8,73,32,71.4,44.8,Fiberglass Igloo-b,Recyclable
Emptying,62.5,54.6,3,63.6,58.1,66.8,56.5,Lindstrom-b,Non Recyclable
Emptying,66.7,55.7,5,62.6,56.6,64.7,51,Lindstrom City,Mixed
Non Emptying,99.6,65.5,6,91.9,50.8,92.2,61.6,Fiberglass Igloo-b,Recyclable
